0
1
3
4
6
9
13
15
18
22
25
29
34
40
45
48
53
57
61
67
71
74
79
83
88
90
95
98
103
106
113
119
123
129
134
141
147
151
158
166
172
177
183
186
190
196
204
211
217
222
231
240
246
253
257
267
274
279
286
292
297
304
312
317
324
332
337
346
355
363
371
376
384
389
397
406
416
427
433
441
450
459
466
475
482
487
493
500
510
516
524
529
536
544
554
563
569
577
585
594
604
614
621
628
634
644
653
659
665
671
678
688
696
703
713
724
731
740
746
752
761
769
778
788
795
799
808
818
829
840
848
856
867
872
883
890
896
905
915
920
929
936
944
949
957
966
973
985
993
1003
1014
1024
1033
1041
1049
1056
1063
1069
1075
1082
1091
1097
1103
1108
1115
1125
1135
1142
1150
1158
1168
1179
1186
1195
1206
1211
1217
1226
1236
1244
1250
1260
1270
1279
1289
1297
1307
1315
1326
1332
1339
1347
1358
1367
1378
1386
1397
1404
1410
1422
1429
1438
1449
1455
1463
1472
1478
1485
1494
1505
1517
